Time Step;Label Index;Name (NA);MIL;SVD;Voxel count;Volume (mm³);Phi (°);Theta (°)
0;283;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;90.0;151.08716281176189
0;284;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;90.0;135.00000000000006
0;285;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;90.0;-135.8678522944642
0;286;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;90.0;131.02826409470478
0;287;;3.3306690738754696e-16;nan;11.0;1.8301249999999997e-06;90.0;45.0
0;288;;3.3306690738754696e-16;nan;12.0;1.9965e-06;90.0;90.0
0;289;;3.3306690738754696e-16;nan;12.0;1.9965e-06;65.61638867298089;91.32618089405797
0;290;;3.3306690738754696e-16;nan;12.0;1.9965e-06;47.719733882071836;-170.1627557977831
0;291;;3.3306690738754696e-16;nan;12.0;1.9965e-06;90.0;-179.25927141455645
0;292;;3.3306690738754696e-16;nan;12.0;1.9965e-06;90.0;100.26937288488654
0;293;;3.3306690738754696e-16;nan;12.0;1.9965e-06;60.62391433981955;144.66870297676067
0;294;;3.3306690738754696e-16;nan;12.0;1.9965e-06;90.0;143.34962211699676
0;295;;3.3306690738754696e-16;nan;12.0;1.9965e-06;90.0;90.0
0;296;;3.3306690738754696e-16;nan;12.0;1.9965e-06;81.74388848935178;-24.29030316191998
0;297;;3.3306690738754696e-16;nan;12.0;1.9965e-06;81.00307120914826;169.06339145182986
0;298;;3.3306690738754696e-16;nan;13.0;2.162875e-06;90.0;135.0
0;299;;3.3306690738754696e-16;nan;13.0;2.162875e-06;78.45490844083098;-12.36034410674497
0;300;;3.3306690738754696e-16;nan;13.0;2.162875e-06;77.02650637339961;-81.86289289669111
